wall_time,ros_time,chain,event,trans_delta_m,rot_delta_deg,age_sec,detail
2026-02-03T09:15:35.255,1770077735.255767,map->odom,STALE,0.000000,0.000000,0.104163,
2026-02-03T09:15:38.459,1770077738.459932,map->odom,STALE,0.000000,0.000000,0.108294,
2026-02-03T09:15:39.455,1770077739.455566,map->odom,STALE,0.000000,0.000000,0.103916,
2026-02-03T09:15:41.455,1770077741.455518,map->odom,STALE,0.000000,0.000000,0.103864,
2026-02-03T09:15:41.858,1770077741.858844,map->odom,STALE,0.000000,0.000000,0.107167,
2026-02-03T09:15:44.455,1770077744.455596,map->odom,STALE,0.000000,0.000000,0.103985,
2026-02-03T09:15:46.455,1770077746.455884,map->odom,STALE,0.000000,0.000000,0.104258,
2026-02-03T09:15:47.056,1770077747.056837,map->odom,STALE,0.000000,0.000000,0.105160,
2026-02-03T09:15:47.256,1770077747.256376,map->odom,STALE,0.000000,0.000000,0.104069,
2026-02-03T09:15:51.459,1770077751.459455,map->odom,STALE,0.000000,0.000000,0.107764,
2026-02-03T09:15:53.456,1770077753.456127,map->odom,STALE,0.000000,0.000000,0.104249,
2026-02-03T09:15:57.665,1770077757.665050,map->odom,STALE,0.000000,0.000000,0.113402,
2026-02-03T09:16:00.858,1770077760.858979,map->odom,STALE,0.000000,0.000000,0.107363,
2026-02-03T09:16:01.255,1770077761.255850,map->odom,STALE,0.000000,0.000000,0.104000,
2026-02-03T09:16:01.857,1770077761.857614,map->odom,STALE,0.000000,0.000000,0.106010,
2026-02-03T09:16:06.456,1770077766.456090,map->odom,STALE,0.000000,0.000000,0.104381,
2026-02-03T09:16:09.457,1770077769.457678,map->odom,STALE,0.000000,0.000000,0.106070,
2026-02-03T09:16:11.056,1770077771.056972,map->odom,STALE,0.000000,0.000000,0.105343,
2026-02-03T09:16:11.455,1770077771.455850,map->odom,STALE,0.000000,0.000000,0.104219,
2026-02-03T09:16:11.655,1770077771.655542,map->odom,STALE,0.000000,0.000000,0.103914,
2026-02-03T09:16:17.057,1770077777.057009,map->odom,STALE,0.000000,0.000000,0.105396,
2026-02-03T09:16:19.861,1770077779.861361,map->odom,STALE,0.000000,0.000000,0.109700,
2026-02-03T09:16:20.061,1770077780.061352,map->odom,STALE,0.000000,0.000000,0.109700,
2026-02-03T09:16:20.655,1770077780.655528,map->odom,STALE,0.000000,0.000000,0.103915,
2026-02-03T09:16:23.256,1770077783.255984,map->odom,STALE,0.000000,0.000000,0.104346,
2026-02-03T09:16:24.055,1770077784.055680,map->odom,STALE,0.000000,0.000000,0.104051,
2026-02-03T09:16:25.056,1770077785.056370,map->odom,STALE,0.000000,0.000000,0.104733,
2026-02-03T09:16:31.257,1770077791.257390,map->odom,STALE,0.000000,0.000000,0.105665,
2026-02-03T09:16:32.857,1770077792.857090,map->odom,STALE,0.000000,0.000000,0.105419,
2026-02-03T09:16:34.260,1770077794.260479,map->odom,STALE,0.000000,0.000000,0.108843,
2026-02-03T09:16:42.057,1770077802.057266,map->odom,STALE,0.000000,0.000000,0.105617,
2026-02-03T09:16:43.055,1770077803.055532,map->odom,STALE,0.000000,0.000000,0.103904,
2026-02-03T09:16:48.055,1770077808.055560,map->odom,STALE,0.000000,0.000000,0.103955,
2026-02-03T09:16:48.855,1770077808.855626,map->odom,STALE,0.000000,0.000000,0.103917,
2026-02-03T09:16:52.055,1770077812.055647,map->odom,STALE,0.000000,0.000000,0.103994,
2026-02-03T09:16:53.456,1770077813.456290,map->odom,STALE,0.000000,0.000000,0.104655,
2026-02-03T09:16:54.055,1770077814.055960,map->odom,STALE,0.000000,0.000000,0.104329,
2026-02-03T09:16:55.258,1770077815.258080,map->odom,STALE,0.000000,0.000000,0.106419,
2026-02-03T09:16:57.657,1770077817.657012,map->odom,STALE,0.000000,0.000000,0.105399,
2026-02-03T09:17:01.259,1770077821.259490,map->odom,STALE,0.000000,0.000000,0.107864,
