t,kp_lin,ki_lin,kd_lin,kp_ang,ki_ang,kd_ang,v_ref,w_ref_raw,w_ref,v_meas,w_meas,reward
1771830522.0262525,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0002878763542898194,-0.00017272581257389162
1771830522.4388459,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0002575932833474812,-0.00013182494876797443
1771830522.8648932,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003979057140114839,-0.00021298410007214222
1771830523.2766917,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00038019217716961525,-0.00019186744226899448
1771830523.6879506,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0004647072968351547,-0.0002408051603841313
1771830524.1015403,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0004799697666097961,-0.0002415111302823622
1771830524.5101855,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0004041845606573531,-0.00020967080092392084
1771830524.9209032,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003541973288794915,-0.00018209738761753192
1771830525.3534255,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003407451153429322,-0.00017171777902512202
1771830525.83305,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0002725710174158348,-0.00014310291850062716
1771830526.2496896,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00017502308310151377,-9.726633498218899e-05
1771830526.6634696,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0002465845334291492,-0.00013044841174733815
1771830527.0833914,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0002895566685138514,-0.0001490755477653959
1771830527.5199714,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00030113335398602325,-0.0001517243455402288
1771830527.9323254,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003367647453984437,-0.00017194551184046387
1771830528.352655,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0004111518940015853,-0.0002130146618611068
1771830528.7676327,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00041169177330185517,-0.00020589987458095456
1771830529.1881044,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00024384988246175767,-0.0001387091303148886
1771830529.607792,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003055606971706254,-0.00015895143005619948
1771830530.0226424,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00020441830048515842,-0.0001123233899111259
1771830530.4308221,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00013852327571281541,-7.585114033364201e-05
1771830530.845221,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.000164994644787504,-8.514445930122086e-05
1771830531.2608192,1.2,0.0,0.03,1.23,0.0,0.1,0.2,0.1504964538940143,0.027089361700922576,0.0,-0.00016751032775723523,-0.2136286875826369
1771830531.688496,1.2,0.0,0.029897840216159818,1.23,0.0,0.1,0.2,0.14602279031277202,0.09319421587000148,0.14257704283825293,0.014988187966893603,-0.09804154094276611
