t,kp_lin,ki_lin,kd_lin,kp_ang,ki_ang,kd_ang,v_ref,w_ref,v_meas,w_meas,reward
1770102700.9195993,0.9990426785312593,0.0,0.09784693688154221,1.012102635204792,6.483518984168768e-05,0.09913909494876862,0.0,0.0,0.0,-0.0006737692498955627,-0.00040426154993733764
1770102701.057957,0.9981451073661446,0.0,0.09567322790622712,1.0242170147597789,0.0001290473295375705,0.09827084869146348,0.0,0.0,0.0,-0.0003854447515203702,-0.00022155482559770435
1770102701.216307,0.9972013303078711,0.0,0.09351548418402672,1.0363223128020762,0.00019374127965420486,0.09740827947854996,0.0,0.0,0.0,-0.00029665909607908556,-0.00015720811358367124
1770102701.3781583,0.996243324689567,0.0,0.09136265739798546,1.0484248116612433,0.00025858359411358835,0.09654745846986772,0.0,0.0,0.0,-0.0002622024559213564,-0.00013454689197645112
1770102701.5245147,0.9952797963283955,0.0,0.08921173885464669,1.0605262279510497,0.00032348348293453455,0.09568731591105462,0.0,0.0,0.0,-0.0002831151066222657,-0.00014364881838122378
1770102701.6681147,0.9943196198903023,0.0,0.08705966278910637,1.0726283028721808,0.0003883484331890941,0.09482676148414612,0.0,0.0,0.0,-0.00030649381071070085,-0.00015558477576419394
1770102701.7823577,0.9933631896041332,0.0,0.0849062916636467,1.084731115400791,0.00045317432843148707,0.09396574690937996,0.0,0.0,0.0,-0.00028652215551199433,-0.00014525824327586782
1770102701.8908184,0.992403558641672,0.0,0.08275402650237083,1.0968332983553408,0.0005180336022749543,0.09310512572526933,0.0,0.0,0.0,-0.0002843292388033135,-0.00014238391107252482
1770102701.9994168,0.9914435764774678,0.0,0.08060188248753547,1.108935412019491,0.0005828965362161398,0.09224454753100873,0.0,0.0,0.0,-0.00026516813034519534,-0.00013450017601840947
1770102702.110255,0.9904805241152642,0.0,0.07845079973340034,1.1210369199514387,0.0006477914797142148,0.09138434678316118,0.0,0.0,0.0,-0.00022627997717945976,-0.00011702880390630344
1770102702.2215488,0.989511239249259,0.0,0.07630186975002289,1.1331372030079363,0.000712751396931708,0.09052491158246996,0.0,0.0,0.0,-0.0002584691957248183,-0.000132453519716945
1770102702.3293252,0.9885471131652591,0.0,0.07415115758776665,1.145238500833511,0.0007776575256139041,0.08966484263539316,0.0,0.0,0.0,-0.00030082236398462463,-0.00015464649881829294
1770102702.439434,0.9875897747464476,0.0,0.0719980999827385,1.157341133058071,0.0008424928784370424,0.08880393959581855,0.0,0.0,0.0,-0.00030249902270058855,-0.00015141717722189066
1770102702.5528824,0.9866327049210666,0.0,0.06984494909644128,1.169443818926811,0.0009073254559189083,0.08794300362467769,0.0,0.0,0.0,-0.00021233432372083242,-0.00011518363175839183
1770102702.6718233,0.9856611851602791,0.0,0.06769679129123689,1.1815436616539954,0.0009723086841404439,0.08708384297788146,0.0,0.0,0.0,-0.00022525909796318548,-0.00011392202640582804
1770102702.7783225,0.9846917361952363,0.0,0.06554791763424875,1.1936439163982866,0.0010372703243047,0.08622442804276946,0.0,0.0,0.0,-0.00017740080644373859,-9.348623237381398e-05
1770102702.8903263,0.9837146180681883,0.0,0.06340169534087182,1.205742661654949,0.0011023119417950511,0.08536595530807975,0.0,0.0,0.0,-0.00012349476567914423,-6.713798691603155e-05
1770102703.015978,0.9827288612723349,0.0,0.06125845760107042,1.2178397051990029,0.0011674436228349806,0.08450854398310187,0.0,0.0,0.0,-8.630193266269439e-05,-4.687024963299218e-05
