t,kp_lin,ki_lin,kd_lin,kp_ang,ki_ang,kd_ang,v_ref,w_ref,v_meas,w_meas,reward
1770191733.020534,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00027904461782371606,-0.00016742677069422963
1770191733.4340734,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0002764701761210293,-0.00013849253223078333
1770191733.8479474,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00022379798600958585,-0.00011716621201593727
1770191734.259816,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00022204633830665149,-0.00011119833392361919
1770191734.6702726,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00014122942106133937,-7.86964022552009e-05
1770191735.076592,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0002067315460474102,-0.00010991598552231219
1770191735.4844542,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00026217844472548095,-0.00013663391223054755
1770191735.8932269,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00024025576111015424,-0.0001223201489166098
1770191736.2990236,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00032779393355946476,-0.00017265078402466344
1770191736.707733,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003673608802832479,-0.00018763713481400227
1770191737.1161041,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00042864334686041136,-0.00022044992008792203
1770191737.5284848,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0005060594372682745,-0.00026077132767492357
1770191737.9544065,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0004482374458563537,-0.00022990092206936894
1770191738.383412,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003999376771380995,-0.00020479881544087518
1770191738.806669,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003985652025690015,-0.00019941984874141054
1770191739.2525008,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00031914592169157875,-0.00016751488893353164
1770191739.686303,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.000292232729567771,-0.00014880768399626627
1770191740.1044207,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00021184631007736872,-0.00011396179698772458
1770191740.5128927,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00026038811968269205,-0.00013504824080187835
1770191740.9279425,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0002962159013624428,-0.00015169072884919647
1770191741.3518784,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00034399390256665874,-0.00017677475140375097
1770191741.7601755,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0004468728247462531,-0.00023372430459108598
1770191742.1712463,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0005155217114216006,-0.000264625744378335
1770191742.583703,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0004890643816218808,-0.00024717792379091237
1770191742.9953485,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0004993982331897151,-0.000250732501751641
1770191743.4095745,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00043396930462823126,-0.00022352754517026402
1770191743.8358784,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0004657638343116594,-0.00023606137012417252
1770191744.2492638,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00044651022069428794,-0.0002251804717088811
1770191744.6642158,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003400616500483507,-0.00018067568208876908
1770191745.0902393,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003382451903378469,-0.00016930424113997385
1770191745.504732,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00020966482630542182,-0.00011769044955595342
1770191745.9166436,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00028377927786741935,-0.00014930108408990942
1770191746.3322158,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00035258299305337005,-0.0001831718680452801
1770191746.7573829,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00029381575541934796,-0.0001527846014730762
1770191747.1716006,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003840993358915529,-0.00020107802599299694
1770191747.5844097,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0004133943195413142,-0.0002096266581356332
1770191747.9967008,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00041977414450241463,-0.00021052505474731736
1770191748.4081945,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003553054292562319,-0.00018409958615273422
1770191748.8221889,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003228624919375301,-0.00016467553970063523
1770191749.2383006,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0002866753072415824,-0.00014695637209038596
1770191749.6559453,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003187034619804254,-0.000162554546464097
1770191750.072423,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00021137342429656324,-0.00011641971591666784
1770191750.4949982,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00029138698342043935,-0.00015369484762260728
1770191750.9147959,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0002541306703407618,-0.00013079096647834865
1770191751.3447087,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00019115874732152807,-0.0001018765659626874
1770191751.7633083,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003918060765308828,-0.00021596777118637687
1770191752.1969047,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003948730803046249,-0.00019774324052968664
1770191752.6130016,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003878644500676834,-0.00019463308805753584
1770191753.0350485,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00035367167099182407,-0.00018025511340349798
1770191753.464053,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003840124109455779,-0.00019504027946816433
1770191753.8885655,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00042806464252234704,-0.00021843754441885042
1770191754.3069,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00030061721969256946,-0.0001630533521292625
1770191754.7270882,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0002634415253141188,-0.00013543833209490446
1770191755.138428,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00024722437241814004,-0.0001252339014986679
1770191755.5499797,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0001207690804607075,-7.3030069426097e-05
1770191755.9804506,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-3.66484121944027e-05,-2.673627292383183e-05
1770191756.4135811,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00010302456672906128,-5.81498988179965e-05
1770191756.8310053,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00010530777971833135,-5.288221115809268e-05
1770191757.243184,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0002206791937464909,-0.0001218767382760614
1770191757.6543896,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00013918169342332887,-7.774059674398064e-05
1770191758.0756252,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0002654605987177414,-0.00014535818988831197
1770191758.490833,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003306743717632775,-0.00017185856318619234
1770191758.9245927,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0002680185888652291,-0.0001402748727224194
1770191759.3351572,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0002850948464174503,-0.00014425504896394727
1770191759.7504783,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00018271881461640185,-0.00010159701048830576
1770191760.1720028,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-8.456617340510212e-05,-5.2098350823681034e-05
1770191760.6008272,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-6.482828095719673e-05,-3.43879297233889e-05
1770191761.0124347,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-1.432803916461374e-05,-1.221404376156517e-05
1770191761.4263647,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-5.3900423250718215e-05,-3.090745003396956e-05
1770191761.8441732,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,1.8487541340363731e-06,-6.499294805493646e-06
1770191762.26043,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0001769304782186164,-0.00010634316234457348
1770191762.688411,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-9.248369323015762e-05,-5.4686525113924685e-05
1770191763.1046526,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00024728190061084975,-0.0001391207710434941
1770191763.5244365,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0003370602946236268,-0.0001775079867130911
1770191763.941972,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0005354594453534337,-0.0002875696377496975
1770191764.3646924,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00044773598497996976,-0.00023264033852733127
1770191764.7916684,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0004388341812887868,-0.0002203072710135117
1770191765.211232,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00031553373147742155,-0.0001700969107198473
1770191765.6572547,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0002370950212999135,-0.00012639138166770756
1770191766.0818338,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0002470589311226605,-0.00012452585654360496
1770191766.4941363,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00022477908090838642,-0.00011461752547562062
1770191766.905786,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00034765653223952096,-0.00018611601125287394
1770191767.3218827,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00015868846338953666,-9.824103857976677e-05
1770191767.7620761,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.00023592015250135383,-0.00012568324516185864
1770191768.174588,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,-0.0002998370444454441,-0.00015631021141713106
