t,kp_lin,ki_lin,kd_lin,kp_ang,ki_ang,kd_ang,v_ref,w_ref_raw,w_ref,v_meas,w_meas,reward
1771889154.3118296,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00019819674541813226,-0.00011891804725087936
1771889154.7503746,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00017413888990583872,-8.947523050414872e-05
1771889155.1637845,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001188209236309426,-6.494225844296091e-05
1771889155.5752716,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-1.0579931573721275e-05,-1.611406499258277e-05
1771889156.002637,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,7.092169553157092e-05,-4.361101047631468e-05
1771889156.4199634,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,5.737168073793205e-06,-9.387036782674374e-06
1771889156.8507233,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-8.285870097949605e-07,-1.0708690132562968e-06
1771889157.2765672,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00011298709026937713,-6.770939546064679e-05
1771889157.7040718,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001355876329300801,-7.005387073111034e-05
1771889158.127566,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001674217861709144,-8.689430840954063e-05
1771889158.5391488,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00016061492766375175,-8.098814968259214e-05
1771889158.9614484,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.000170701299477161,-8.635928691992142e-05
1771889159.3706207,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001842257113163071,-9.346529684206815e-05
1771889159.7787647,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001570552159084844,-8.124465749502446e-05
1771889160.1907816,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00011722171367201648,-6.259420705965503e-05
1771889160.5976734,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-1.727063605402592e-05,-1.8630425788812018e-05
1771889161.0219052,1.2,0.0,0.03,1.23,0.0,0.1,0.25,0.0036243300683014997,0.0,0.15293599993466353,0.0027575605151046964,-0.09872026343800469
1771889161.4308755,1.2001383725184203,0.0,0.029921539694666863,1.23,0.0,0.1,0.25,0.003843642899514629,0.0,0.2501838536870313,0.0018757600720011147,-0.0012099137673421924
