t,kp_lin,ki_lin,kd_lin,kp_ang,ki_ang,kd_ang,v_ref,w_ref_raw,w_ref,v_meas,w_meas,reward
1770791355.0535035,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00032709220763679704,-0.00019625532458207823
1770791355.4734254,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003906986169873489,-0.00020170994942872962
1770791355.8920438,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00024566698048666654,-0.0001373366538934015
1770791356.31332,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00027244910227566685,-0.00013890276331673346
1770791356.7343185,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00015525855631031254,-8.93483327516917e-05
1770791357.1799421,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00015949385311910712,-8.017045624043302e-05
1770791357.5965376,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00011417571570945962,-6.161967159569456e-05
1770791358.0112295,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00011253836244307898,-5.6432916548177555e-05
1770791358.4231327,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001282597106486382,-6.570199014487501e-05
1770791358.8395205,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00013490818575470425,-6.811894038795873e-05
1770791359.2470078,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00023442883785785136,-0.0001271664841392404
1770791359.6573365,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00022876931222802455,-0.00011495060867699496
1770791360.0671642,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00027999907186351694,-0.00014512251189530771
1770791360.478736,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00019163430548219053,-0.00010465362937922791
1770791360.8973691,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0002171421746361653,-0.00011112187423348013
1770791361.3144453,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00013839753598018356,-7.707323185568996e-05
1770791361.7265368,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.000121698127954136,-6.251900477967275e-05
1770791362.1382408,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001154759780041088,-5.836020399705712e-05
1770791362.5634995,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-3.375674480766182e-05,-2.5050295723475607e-05
1770791362.9780478,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-7.607650075555003e-05,-4.2270225972563835e-05
1770791363.393095,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-4.196787373168239e-05,-2.439479956822796e-05
1770791363.804761,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001573610814848909,-9.02198615177663e-05
1770791364.2212143,1.2,0.0,0.03,1.23,0.0,0.1,0.25,0.05449180060450796,0.0,0.041277504263381656,0.005847269939382106,-0.21224659380839608
1770791364.6369014,1.2,0.0,0.02989915170907974,1.23,0.0,0.1,0.25,0.051288616693229455,0.0,0.24623857105142632,0.009781361082015388,-0.009045518603844699
1770791365.0717518,1.2002846685826778,0.0,0.029846112479567526,1.23,0.0,0.1,0.25,-0.008254775432145239,0.0,0.25237080977378595,0.006624754358652576,-0.005998847625448523
1770791365.4924273,1.200584791291952,0.0,0.0297930171918869,1.23,0.0,0.1,0.25,-0.00926218957658065,0.0,0.2526151300818015,0.0061641896357341455,-0.0057432813719603916
1770791365.9219718,1.2008860843992233,0.0,0.02973975632071495,1.23,0.0,0.1,0.25,0.001154168891701059,0.0,0.25456482154336146,0.003159711502834352,-0.006445125108068619
1770791366.3341815,1.2011955920827388,0.0,0.029685502898097037,1.23,0.0,0.1,0.25,0.0005004700298317302,0.0,0.2517527225161459,0.002376491942442984,-0.0030192904434065172
1770791366.76019,1.2015017383038997,0.0,0.029630184815526008,1.23,0.0,0.1,0.25,0.0017784937600938185,0.0,0.252580354037097,0.0005740153828441569,-0.0030476093844789606
1770791367.1839561,1.2018122420954704,0.0,0.029574189094305037,1.23,0.0,0.1,0.25,0.002497787086717813,0.0,0.24809726726711587,0.002713607577318556,-0.0034734957409908503
1770791367.59843,1.202111762048006,0.0,0.0295181489020586,1.23,0.0,0.1,0.25,0.001567517245211385,0.0,0.2509002857501815,0.0019006210207934964,-0.0019318949162307271
1770791368.0138001,1.2024172837543488,0.0,0.02946239197254181,1.23,0.0,0.1,0.25,5.062192255729514e-05,0.0,0.24860002156048241,0.0014545398277966877,-0.00217185647271561
1770791368.4284582,1.2027197283017634,0.0,0.029405859771966934,1.23,0.0,0.1,0.25,-0.003739544202782198,0.0,0.24889614263774248,0.0008678065471504274,-0.0015964339638973551
1770791368.8633533,1.2030236375606058,0.0,0.029349113364815712,1.23,0.0,0.1,0.25,-0.006692443087676438,0.0,0.24884223698468913,-0.0009048357330378717,-0.0017874451098486357
1770791369.2750912,1.2033303956151007,0.0,0.029291490304470064,1.23,0.0,0.1,0.25,-0.014902884944388215,0.0,0.24925431086377614,-0.004061084812023693,-0.003091856450134288
1770791369.692603,1.2036430615997313,0.0,0.029232430883646014,1.23,0.0,0.1,0.25,-0.032817751260119356,0.0,0.24891209129494649,-0.006593921377436122,-0.004638153050312819
1770791370.1044989,1.2039593478906154,0.0,0.02917205700337887,1.23,0.0,0.1,0.25,-0.03920396627986631,0.0,0.148838128698333,-0.01126831064415473,-0.10726346555041624
1770791370.521637,1.20411453019917,0.0,0.029085907936692242,1.23,0.0,0.1,0.25,-0.03920396627986631,0.0,-0.007650089176014346,-0.008851294954667483,-0.2623174382222968
1770791370.9427297,1.20411453019917,0.0,0.02896901806175709,1.23,0.0,0.1,0.25,-0.03920396627986631,0.0,-0.008402864664048946,-0.006933168490452647,-0.26206126155569676
1770791371.3583984,1.20411453019917,0.0,0.02885286464631558,1.23,0.0,0.1,0.25,-0.03920396627986631,0.0,-0.005746195726801919,-0.005434505780189193,-0.2586133148879229
1770791371.772075,1.20411453019917,0.0,0.028737872788310057,1.23,0.0,0.1,0.25,-0.03920396627986631,0.0,-0.0044542959314212306,-0.004260427860834829,-0.25670191765377404
1770791372.1839497,1.20411453019917,0.0,0.028623650670647628,1.23,0.0,0.1,0.25,-0.03920396627986631,0.0,-0.0034558972446302695,-0.003434906424642131,-0.2552559026005706
1770791372.606234,1.20411453019917,0.0,0.02850998717129231,1.23,0.0,0.1,0.25,-0.03920396627986631,0.0,-0.0028655545473567755,-0.002647076284884897,-0.25426787570377496
1770791373.0152497,1.20411453019917,0.0,0.02839679137408734,1.23,0.0,0.1,0.25,-0.03920396627986631,0.0,-0.0022354975435786907,-0.0021450515516072462,-0.2533582257927101
1770791373.4316933,1.20411453019917,0.0,0.028283940326571468,1.23,0.0,0.1,0.25,-0.03920396627986631,0.0,-0.001732905112930732,-0.001642842910474644,-0.25260454743228133
1770791373.85205,1.20411453019917,0.0,0.028171411058306697,1.23,0.0,0.1,0.25,-0.03920396627986631,0.0,-0.0013890466752264415,-0.0012462957306196341,-0.25205184925852175
1770791374.2617865,1.20411453019917,0.0,0.028059126375317576,1.23,0.0,0.1,0.25,-0.03920396627986631,0.0,-0.0009137757449233114,-0.0010751455230274016,-0.25146846352719626
1770791374.6874938,1.20411453019917,0.0,0.02794700724899769,1.23,0.0,0.1,0.25,-0.1077026067980402,-0.05905431320822675,0.12269851877426752,-0.009033732332666607,-0.15310763034447647
1770791375.1201851,1.20411453019917,0.0,0.027873703152537347,1.23,0.0,0.1,0.25,-0.11756502125382576,-0.09146565563338532,0.254164513760599,-0.028075455324654105,-0.03776378621416337
1770791375.547114,1.2043541092175245,0.0,0.027873703152537347,1.23,0.0,0.1,0.25,-0.10825226980571424,-0.10274699794033587,0.25526156923970794,-0.042987600913959895,-0.03663248231182651
1770791375.9673388,1.204605468481779,0.0,0.027828078916668893,1.23,0.0,0.1,0.25,-0.10882081659200961,-0.10604412870896426,0.25468847447210563,-0.05403020475507239,-0.03179969683316282
1770791376.3928258,1.204869979185462,0.0,0.02777790361583233,1.23,0.0,0.1,0.25,-0.10059612086632594,-0.10282726794945829,0.25142475479162135,-0.06019871530960157,-0.02335588216700263
1770791376.803883,1.2051436482220887,0.0,0.027722945061922074,1.23,0.0,0.1,0.23958333333333343,-0.09863421907436959,-0.10059565978393153,0.25372022974374436,-0.06529722442127726,-0.032295965002905644
1770791377.2309232,1.205437236008048,0.0,0.027669414800405502,1.23,0.0,0.1,0.21875000000000006,-0.10072971258478267,-0.10032919534820871,0.22904128581935163,-0.07070921955198692,-0.02564247323053343
1770791377.6468875,1.2057079060345888,0.0,0.027615280854105948,1.23,0.0,0.1,0.19791666666666674,-0.09990037363245681,-0.10021753935871638,0.20664009822522714,-0.07609743710144078,-0.021322304442143586
1770791378.0625083,1.2059590778124332,0.0,0.027561168285012243,1.23,0.0,0.1,0.18750000000000006,-0.10111903329844177,-0.10068250494262003,0.1905074991477914,-0.07538339097965711,-0.015728460741451157
1770791378.4913692,1.206185600454211,0.0,0.02750771954655647,1.23,0.0,0.1,0.17708333333333337,-0.10155728068793926,-0.10120064548182854,0.1735196999601321,-0.07615226837008038,-0.016164709668117665
1770791378.916853,1.206388322380185,0.0,0.027454032220244406,1.23,0.0,0.1,0.15625000000000003,-0.10103174168109753,-0.10117410485112321,0.16466477274631414,-0.08132002928682351,-0.018858586620138274
1770791379.3541033,1.2065939201062916,0.0,0.02740377067565918,1.23,0.0,0.1,0.14583333333333334,-0.09720701877377222,-0.09920486539323181,0.15278940232462998,-0.08578639314942806,-0.01411194149945897
1770791379.77158,1.2067940603041647,0.0,0.027351922137737274,1.23,0.0,0.1,0.14583333333333334,-0.09552995242752466,-0.0974166780871216,0.14715612747381485,-0.08418580748613703,-0.008098288007302886
1770791380.185367,1.206984260278344,0.0,0.02729897144794464,1.23,0.0,0.1,0.14583333333333334,-0.09388122352001582,-0.09577839813295003,0.15153890672537576,-0.08450024312523448,-0.011376094459809936
1770791380.5972357,1.2071847453707456,0.0,0.02724640958726406,1.23,0.0,0.1,0.13541666666666669,-0.09200839391392003,-0.09406747144165634,0.13237485048824402,-0.08258211261818843,-0.008976308640861226
1770791381.017569,1.2073560075598955,0.0,0.027193750501871106,1.23,0.0,0.1,0.13541666666666669,-0.08984265347519318,-0.09211757614820819,0.14310352246501964,-0.08319808023398462,-0.012208200517044365
1770791381.4371579,1.2075494198280572,0.0,0.02714274392545223,1.23,0.0,0.1,0.23958333333333343,-0.08774004824405243,-0.08983421497148981,0.2148737590057816,-0.08442936090367434,-0.02753512942842854
1770791381.8503802,1.2078239789181946,0.0,0.027067339938282965,1.23,0.0,0.1,0.21875000000000006,-0.08851365889328415,-0.08889244825546673,0.23248186407865237,-0.0827848138076198,-0.016950136012181233
1770791382.2687092,1.2081358098882435,0.0,0.027004692537188527,1.23,0.0,0.1,0.19791666666666674,-0.09055304750893052,-0.08941771684476316,0.21730459109698777,-0.07755623450257494,-0.025841523531919625
1770791382.680193,1.2084219383221864,0.0,0.026949156208634372,1.23,0.0,0.1,0.18750000000000006,-0.09067622288772094,-0.09013856895597974,0.19929058343066003,-0.08062062039635286,-0.016855996299851208
1770791383.092164,1.2086864325624702,0.0,0.026892042639255518,1.23,0.0,0.1,0.17708333333333337,-0.0902946173383533,-0.09029920681851127,0.17639986933222276,-0.08261131220853056,-0.0047264804873187296
1770791383.52687,1.2089198077762124,0.0,0.02683255611956119,1.23,0.0,0.1,0.15625000000000003,-0.0898569652724596,-0.09004528422377601,0.16672880145040456,-0.08410903558848919,-0.013596698106043806
1770791383.9429555,1.2091487838989494,0.0,0.026778021660447116,1.23,0.0,0.1,0.14583333333333334,-0.08963869151716519,-0.08984399812548366,0.13879622055017743,-0.08340052801909022,-0.010329698593292531
1770791384.3674586,1.209333632737398,0.0,0.026721158105134958,1.23,0.0,0.1,0.13541666666666669,-0.08905379820040957,-0.08959398039388407,0.1331568275464913,-0.08314425824973148,-0.005510327169187548
