t,kp_lin,ki_lin,kd_lin,kp_ang,ki_ang,kd_ang,v_ref,w_ref_raw,w_ref,v_meas,w_meas,reward
1771566531.3806381,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003271268959388852,-0.00019627613756333112
1771566531.8044803,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00022725050557946457,-0.00012361289182567434
1771566532.244513,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00021019767225668445,-0.00010680411946062023
1771566532.6558497,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00011819156663523154,-6.829639387976107e-05
1771566533.0778248,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00017396218238411316,-9.255815276694474e-05
1771566533.4929953,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001691619873879639,-8.506101319359688e-05
1771566533.9041798,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0002202477149059692,-0.00011523243020478512
1771566534.3315005,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003017953793227919,-0.00015905245610307823
1771566534.7658522,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00035193378265997884,-0.0001809807316637081
1771566535.1847162,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.000421319329268175,-0.0002175982192949071
1771566535.6090872,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00044721320911834684,-0.0002261959925441906
1771566536.0243115,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003708791721220908,-0.000193072989760671
1771566536.4415376,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0004669715343783799,-0.00024309500341481889
1771566536.8658004,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00045113964585324223,-0.0002271530117791349
1771566537.2870567,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00024290489695916341,-0.0001422759233689896
1771566537.7009203,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00015395632808791191,-8.587302093108111e-05
1771566538.1130443,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00011560490937469282,-6.163759655866832e-05
1771566538.5305018,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-9.846864278318926e-05,-5.0947948050744983e-05
