t,kp_lin,ki_lin,kd_lin,kp_ang,ki_ang,kd_ang,v_ref,w_ref_raw,w_ref,v_meas,w_meas,reward
1770686982.6956244,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-0.0
1770686983.1019855,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-0.0
1770686983.5130231,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-0.0
1770686983.9213834,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00013271865192584419,-7.963119115550651e-05
1770686984.332675,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-6.837807653024583e-05,-4.062309580468275e-05
1770686984.741863,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00010047457701120666,-5.3446938553699416e-05
1770686985.1487956,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00015154503154142667,-8.087956122373534e-05
1770686985.556237,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-7.969990211108684e-05,-4.7034463998577405e-05
1770686985.964121,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.000214576330770209,-0.00012077580825101673
1770686986.370743,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001885980891306274,-9.689686872927187e-05
1770686986.7804043,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00027564439495837006,-0.0001465268280619593
1770686987.1858912,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00030637080748293705,-0.00015625804499392522
1770686987.5966365,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00044962171645628496,-0.00023913594912547726
1770686988.0037208,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003261170384313891,-0.00017540898701818414
1770686988.410364,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0002954517672949984,-0.00015079241076113825
1770686988.8149903,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00030899360359323206,-0.0001558509854264394
1770686989.2204132,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001279132124817996,-8.206464535204305e-05
1770686989.627593,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-2.973741841500337e-05,-2.4686288614181308e-05
1770686990.0347376,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-3.5083797035392726e-05,-1.80765363797353e-05
1770686990.4440923,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-2.7500438072273644e-05,-1.450855493244873e-05
1770686990.8495538,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00010335724049760955,-5.926430049133836e-05
1770686991.2636886,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00016661316574316786,-8.963217539613976e-05
1770686991.675169,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001564025100158288,-7.92223205806483e-05
1770686992.0844736,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001729696694049276,-8.814155064137368e-05
1770686992.4934776,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00019280066467237099,-9.838343186292983e-05
1770686992.902039,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003132748771823119,-0.00016868485984215006
1770686993.309266,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00022955332443850762,-0.00012314881749363424
1770686993.7144737,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001397340349806115,-7.884894643609536e-05
1770686994.1197522,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-9.809406858757877e-05,-5.321103093309266e-05
1770686994.5321224,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00016575726067288025,-8.964494954497026e-05
1770686994.9422688,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0001346265695285427,-7.04263538787051e-05
1770686995.3554926,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-9.865741475036974e-05,-5.2925622853002165e-05
1770686995.7658813,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-3.0757352226267105e-05,-2.2168682365543815e-05
1770686996.1773021,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00013574467284297289,-7.837106848315702e-05
1770686996.5823429,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0002414201324816786,-0.00013127761220470987
1770686996.9895823,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00034312473781375816,-0.00018173282944008702
1770686997.396929,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00039840872623369286,-0.0002047327619588399
1770686997.8060884,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003254574054572211,-0.00017002383480625773
1770686998.215359,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00035091755478005866,-0.0001780047923223131
1770686998.6223085,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003147960059463648,-0.00016101015785655178
1770686999.0315313,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00031340336543975275,-0.0001568409467705376
1770686999.4425337,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00025052246554231296,-0.00013154932276090046
1770686999.8487024,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0002398278984412368,-0.00012098340593072601
1770687000.2592287,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00023698376971238705,-0.0001187762977290785
1770687000.6689334,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00016466006028508998,-8.95624010852747e-05
1770687001.0816684,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00013013168118982822,-6.851867850444029e-05
1770687001.4913983,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00013165226238185854,-6.59781893101323e-05
1770687001.8981416,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00016021957352503377,-8.296651787683441e-05
1770687002.3041675,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003120982182547942,-0.00017123697360037313
1770687002.7111716,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00038958442688656164,-0.00020254083430645757
1770687003.117606,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0003612490045731078,-0.00018345804451789927
1770687003.523137,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0004387080704019523,-0.0002270999417838606
1770687003.9544163,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0004166354910144657,-0.0002105250034459815
1770687004.37252,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00040605377449413205,-0.0002040850588990994
1770687004.8044276,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0002821986548216199,-0.00015348483937806115
1770687005.2212603,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00024511565012428043,-0.00012626612553187416
1770687005.6406348,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-8.743911747339928e-05,-5.9487212001787756e-05
1770687006.0481255,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-2.06737557579216e-05,-1.7013414050508568e-05
1770687006.461036,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00017196466546514095,-0.00010111142370329241
1770687006.8820026,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00011023219077419577,-6.12893428561924e-05
1770687007.294829,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.00015597820092463056,-8.256370147735876e-05
1770687007.713411,1.2,0.0,0.03,1.23,0.0,0.1,0.0,0.0,0.0,0.0,-0.0002500790313879232,-0.00013444959874029085
