t,kp_lin,ki_lin,kd_lin,kp_ang,ki_ang,kd_ang,v_ref,w_ref,v_meas,w_meas,reward
1769651128.7044215,0.9989944523200393,0.0,0.09786360055208207,1.0120931543409823,6.533804349601269e-05,0.09914502061903477,0.0,0.0,0.0,0.0,-0.0
1769651128.8207052,0.9979889046400785,0.0,0.09572720110416413,1.0241863086819647,0.00013067608699202538,0.09829004123806953,0.0,0.0,0.0,0.0,-0.0
1769651128.9348743,0.9969833569601178,0.0,0.0935908016562462,1.036279463022947,0.00019601413048803807,0.0974350618571043,0.0,0.0,0.0,0.0,-0.0
1769651129.0530345,0.995977809280157,0.0,0.09145440220832826,1.0483726173639294,0.00026135217398405076,0.09658008247613906,0.0,0.0,0.0,0.0,-0.0
1769651129.1725059,0.9949722616001963,0.0,0.08931800276041033,1.0604657717049117,0.00032669021748006345,0.09572510309517382,0.0,0.0,0.0,0.0,-0.0
1769651129.302661,0.9939667139202355,0.0,0.08718160331249239,1.072558926045894,0.00039202826097607614,0.09487012371420858,0.0,0.0,0.0,0.0,-0.0
1769651129.4126174,0.9929611662402748,0.0,0.08504520386457445,1.0846520803868764,0.00045736630447208883,0.09401514433324334,0.0,0.0,0.0,0.0,-0.0
1769651129.531545,0.991955618560314,0.0,0.08290880441665652,1.0967452347278588,0.0005227043479681015,0.09316016495227811,0.0,0.0,0.0,0.0,-0.0
1769651129.6432688,0.9909500708803533,0.0,0.08077240496873858,1.1088383890688411,0.0005880423914641142,0.09230518557131287,0.0,0.0,0.0,0.0,-0.0
1769651129.7589598,0.9899445232003925,0.0,0.07863600552082065,1.1209315434098235,0.0006533804349601268,0.09145020619034763,0.0,0.0,0.0,0.0,-0.0
1769651129.8844125,0.9889389755204318,0.0,0.07649960607290271,1.1330246977508058,0.0007187184784561394,0.0905952268093824,0.0,0.0,0.0,0.0,-0.0
1769651130.0002434,0.987933427840471,0.0,0.07436320662498477,1.1451178520917882,0.0007840565219521521,0.08974024742841716,0.0,0.0,0.0,0.0,-0.0
1769651130.1208293,0.9869278801605103,0.0,0.07222680717706684,1.1572110064327705,0.0008493945654481647,0.08888526804745192,0.0,0.0,0.0,0.0,-0.0
