wall_time,ros_time,chain,event,trans_delta_m,rot_delta_deg,age_sec,detail
2026-02-03T14:13:52.589,1770095632.589341,odom->base_link,JUMP,0.005443,2.167253,0.004912,
2026-02-03T14:13:52.690,1770095632.690968,odom->base_link,JUMP,0.008545,3.881330,0.006027,
2026-02-03T14:13:52.922,1770095632.922050,odom->base_link,JUMP,0.000406,3.293197,0.004201,
2026-02-03T14:13:53.056,1770095633.056806,odom->base_link,JUMP,0.000386,3.097117,0.005352,
2026-02-03T14:13:53.123,1770095633.123794,odom->base_link,JUMP,0.000124,2.172151,0.005940,
2026-02-03T14:13:53.593,1770095633.593521,odom->base_link,JUMP,0.000201,2.874699,0.009072,
2026-02-03T14:13:54.288,1770095634.288698,odom->base_link,JUMP,0.000156,3.486212,0.003640,
2026-02-03T14:13:54.721,1770095634.721624,odom->base_link,JUMP,0.000056,3.606449,0.003734,
2026-02-03T14:13:54.855,1770095634.855172,odom->base_link,JUMP,0.000007,3.741461,0.003713,
2026-02-03T14:13:55.155,1770095635.155188,odom->base_link,JUMP,0.000091,3.553068,0.004031,
2026-02-03T14:13:55.388,1770095635.388583,odom->base_link,JUMP,0.000163,3.538433,0.004056,
2026-02-03T14:13:55.522,1770095635.522144,odom->base_link,JUMP,0.000021,3.303147,0.004293,
